AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Label
4.76,2.38,2.38,14.29,4.76,4.76,4.76,4.76,4.76,4.76,9.52,2.38,4.76,0.0,7.14,4.76,9.52,4.76,2.38,2.38,nAMP
9.52,14.29,4.76,0.0,0.0,4.76,4.76,0.0,0.0,19.05,4.76,0.0,0.0,0.0,9.52,14.29,4.76,9.52,0.0,0.0,nAMP
3.03,12.12,3.03,3.03,0.0,9.09,3.03,0.0,0.0,18.18,3.03,0.0,9.09,0.0,18.18,12.12,0.0,6.06,0.0,0.0,nAMP
14.29,10.71,10.71,3.57,0.0,7.14,0.0,0.0,0.0,10.71,3.57,0.0,3.57,0.0,21.43,3.57,3.57,7.14,0.0,0.0,nAMP
15.38,7.69,7.69,0.0,0.0,0.0,0.0,0.0,7.69,11.54,7.69,0.0,3.85,3.85,15.38,3.85,3.85,11.54,0.0,0.0,nAMP
9.76,4.88,4.88,0.0,2.44,7.32,12.2,0.0,2.44,4.88,4.88,0.0,7.32,0.0,17.07,4.88,7.32,9.76,0.0,0.0,nAMP
11.11,3.7,11.11,0.0,0.0,3.7,3.7,3.7,0.0,7.41,7.41,0.0,7.41,3.7,22.22,3.7,0.0,11.11,0.0,0.0,nAMP
7.14,0.0,7.14,0.0,7.14,0.0,14.29,0.0,7.14,7.14,7.14,0.0,0.0,0.0,7.14,14.29,7.14,0.0,14.29,0.0,nAMP
10.0,0.0,3.33,20.0,3.33,0.0,0.0,3.33,0.0,0.0,10.0,0.0,6.67,0.0,3.33,0.0,20.0,10.0,3.33,6.67,nAMP
12.0,12.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,16.0,4.0,0.0,4.0,0.0,16.0,0.0,8.0,12.0,0.0,0.0,nAMP
13.04,4.35,4.35,4.35,0.0,4.35,6.52,2.17,0.0,15.22,4.35,0.0,4.35,4.35,13.04,6.52,4.35,8.7,0.0,0.0,nAMP
16.67,3.33,6.67,10.0,3.33,3.33,0.0,6.67,6.67,6.67,10.0,3.33,10.0,0.0,0.0,0.0,0.0,6.67,3.33,3.33,nAMP
0.0,0.0,4.35,4.35,4.35,4.35,4.35,4.35,4.35,8.7,4.35,0.0,4.35,0.0,8.7,4.35,17.39,8.7,4.35,8.7,nAMP
7.69,2.56,0.0,12.82,5.13,5.13,0.0,0.0,5.13,17.95,5.13,5.13,5.13,0.0,0.0,5.13,10.26,5.13,0.0,7.69,nAMP
2.38,0.0,7.14,9.52,2.38,4.76,0.0,4.76,4.76,4.76,9.52,4.76,4.76,7.14,0.0,4.76,14.29,7.14,2.38,4.76,nAMP
6.9,0.0,6.9,17.24,3.45,3.45,3.45,3.45,0.0,3.45,10.34,0.0,6.9,6.9,0.0,0.0,6.9,13.79,3.45,3.45,nAMP
8.16,0.0,12.24,6.12,2.04,4.08,6.12,2.04,6.12,4.08,6.12,2.04,10.2,8.16,2.04,2.04,6.12,8.16,2.04,2.04,nAMP
0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,nAMP
4.35,13.04,0.0,0.0,0.0,8.7,0.0,8.7,4.35,21.74,4.35,4.35,4.35,4.35,4.35,4.35,0.0,8.7,0.0,4.35,nAMP
17.39,4.35,0.0,8.7,4.35,0.0,0.0,13.04,13.04,0.0,4.35,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,nAMP
13.79,0.0,6.9,17.24,3.45,3.45,0.0,6.9,0.0,6.9,3.45,0.0,3.45,3.45,0.0,3.45,13.79,6.9,3.45,3.45,nAMP
4.55,0.0,0.0,0.0,0.0,18.18,0.0,18.18,4.55,4.55,4.55,0.0,0.0,4.55,0.0,4.55,31.82,0.0,0.0,4.55,nAMP
15.38,3.85,3.85,0.0,0.0,0.0,3.85,3.85,0.0,15.38,3.85,3.85,3.85,3.85,23.08,11.54,0.0,3.85,0.0,0.0,nAMP
0.0,12.2,4.88,7.32,2.44,9.76,0.0,7.32,12.2,0.0,2.44,4.88,0.0,4.88,2.44,7.32,4.88,12.2,2.44,2.44,nAMP
3.7,0.0,0.0,3.7,3.7,11.11,7.41,7.41,0.0,18.52,3.7,7.41,0.0,0.0,11.11,11.11,0.0,7.41,0.0,3.7,nAMP
4.65,0.0,9.3,9.3,4.65,6.98,2.33,4.65,11.63,6.98,4.65,2.33,6.98,2.33,0.0,4.65,11.63,2.33,2.33,2.33,nAMP
4.26,2.13,0.0,4.26,6.38,19.15,2.13,0.0,12.77,6.38,4.26,4.26,4.26,4.26,0.0,4.26,10.64,8.51,0.0,2.13,nAMP
8.33,0.0,4.17,4.17,8.33,4.17,0.0,8.33,0.0,0.0,12.5,0.0,4.17,4.17,8.33,0.0,20.83,0.0,4.17,8.33,nAMP
8.7,0.0,4.35,4.35,8.7,4.35,0.0,4.35,4.35,8.7,4.35,4.35,4.35,0.0,8.7,0.0,13.04,4.35,4.35,8.7,nAMP
6.9,3.45,3.45,13.79,3.45,3.45,0.0,10.34,3.45,0.0,6.9,3.45,6.9,0.0,0.0,13.79,3.45,10.34,3.45,3.45,nAMP
9.68,6.45,9.68,0.0,0.0,3.23,3.23,3.23,3.23,22.58,3.23,3.23,3.23,0.0,6.45,6.45,3.23,12.9,0.0,0.0,nAMP
8.33,0.0,6.25,6.25,2.08,6.25,2.08,8.33,6.25,16.67,4.17,4.17,2.08,6.25,0.0,8.33,4.17,4.17,2.08,2.08,nAMP
11.9,0.0,9.52,14.29,0.0,7.14,2.38,0.0,4.76,11.9,2.38,11.9,2.38,9.52,2.38,0.0,4.76,2.38,0.0,2.38,nAMP
12.77,0.0,2.13,4.26,4.26,10.64,0.0,12.77,4.26,10.64,2.13,0.0,2.13,2.13,10.64,4.26,4.26,8.51,2.13,2.13,nAMP
8.7,8.7,8.7,0.0,0.0,4.35,8.7,0.0,0.0,8.7,4.35,0.0,0.0,0.0,13.04,13.04,8.7,8.7,4.35,0.0,nAMP
13.33,10.0,6.67,0.0,0.0,3.33,3.33,3.33,0.0,3.33,6.67,0.0,0.0,3.33,10.0,13.33,10.0,10.0,3.33,0.0,nAMP
7.69,7.69,3.85,3.85,0.0,3.85,3.85,3.85,0.0,11.54,3.85,3.85,0.0,3.85,19.23,7.69,7.69,3.85,3.85,0.0,nAMP
17.65,2.94,2.94,0.0,0.0,2.94,2.94,8.82,0.0,14.71,2.94,0.0,5.88,0.0,14.71,2.94,11.76,8.82,0.0,0.0,nAMP
21.43,3.57,3.57,3.57,0.0,3.57,7.14,7.14,0.0,10.71,7.14,3.57,0.0,3.57,3.57,3.57,7.14,10.71,0.0,0.0,nAMP
8.7,21.74,4.35,0.0,0.0,0.0,4.35,0.0,4.35,13.04,4.35,0.0,4.35,0.0,13.04,8.7,0.0,13.04,0.0,0.0,nAMP
16.67,13.33,6.67,3.33,0.0,0.0,3.33,3.33,0.0,3.33,6.67,0.0,0.0,3.33,10.0,10.0,6.67,6.67,6.67,0.0,nAMP
24.24,3.03,3.03,3.03,0.0,3.03,3.03,9.09,0.0,12.12,3.03,3.03,3.03,3.03,6.06,9.09,3.03,9.09,0.0,0.0,nAMP
7.69,7.69,3.85,3.85,0.0,3.85,3.85,7.69,0.0,7.69,3.85,3.85,0.0,3.85,19.23,7.69,7.69,3.85,3.85,0.0,nAMP
7.69,11.54,3.85,0.0,0.0,0.0,0.0,0.0,3.85,19.23,3.85,3.85,0.0,0.0,15.38,11.54,11.54,7.69,0.0,0.0,nAMP
7.89,2.63,7.89,0.0,0.0,5.26,0.0,0.0,0.0,15.79,2.63,0.0,13.16,2.63,18.42,2.63,10.53,10.53,0.0,0.0,nAMP
6.9,17.24,3.45,0.0,0.0,6.9,3.45,3.45,3.45,13.79,3.45,0.0,3.45,0.0,10.34,6.9,3.45,13.79,0.0,0.0,nAMP
5.26,10.53,5.26,0.0,0.0,0.0,5.26,0.0,0.0,10.53,5.26,0.0,5.26,0.0,21.05,10.53,10.53,5.26,5.26,0.0,nAMP
13.33,10.0,3.33,0.0,3.33,3.33,3.33,0.0,0.0,13.33,3.33,0.0,3.33,0.0,20.0,3.33,6.67,13.33,0.0,0.0,nAMP
20.0,13.33,6.67,3.33,0.0,0.0,3.33,3.33,0.0,3.33,6.67,0.0,0.0,3.33,10.0,10.0,3.33,6.67,6.67,0.0,nAMP
7.41,7.41,11.11,3.7,3.7,3.7,3.7,3.7,0.0,11.11,3.7,0.0,0.0,0.0,11.11,11.11,7.41,7.41,3.7,0.0,nAMP
8.7,21.74,4.35,0.0,0.0,0.0,4.35,0.0,4.35,13.04,4.35,0.0,0.0,0.0,13.04,13.04,0.0,13.04,0.0,0.0,nAMP
8.33,4.17,4.17,0.0,0.0,8.33,4.17,0.0,0.0,20.83,4.17,0.0,4.17,0.0,16.67,4.17,8.33,12.5,0.0,0.0,nAMP
20.69,3.45,6.9,3.45,0.0,3.45,6.9,6.9,0.0,10.34,6.9,0.0,0.0,3.45,6.9,3.45,3.45,13.79,0.0,0.0,nAMP
7.14,21.43,3.57,3.57,0.0,7.14,3.57,0.0,0.0,17.86,3.57,0.0,3.57,0.0,14.29,0.0,10.71,3.57,0.0,0.0,nAMP
3.23,6.45,3.23,3.23,3.23,9.68,6.45,6.45,0.0,6.45,3.23,3.23,0.0,3.23,12.9,12.9,6.45,6.45,3.23,0.0,nAMP
21.43,4.76,7.14,4.76,0.0,4.76,7.14,4.76,0.0,7.14,4.76,0.0,0.0,2.38,2.38,7.14,2.38,16.67,2.38,0.0,nAMP
3.7,7.41,3.7,3.7,3.7,7.41,7.41,3.7,0.0,11.11,3.7,0.0,0.0,0.0,7.41,18.52,7.41,7.41,3.7,0.0,nAMP
3.7,7.41,3.7,3.7,7.41,7.41,3.7,3.7,0.0,14.81,3.7,0.0,0.0,0.0,7.41,14.81,7.41,7.41,3.7,0.0,nAMP
10.71,0.0,7.14,21.43,3.57,0.0,0.0,3.57,0.0,0.0,10.71,0.0,7.14,0.0,3.57,0.0,14.29,7.14,3.57,7.14,nAMP
3.57,17.86,3.57,3.57,0.0,7.14,7.14,0.0,0.0,14.29,7.14,0.0,3.57,3.57,17.86,0.0,7.14,3.57,0.0,0.0,nAMP
13.79,6.9,6.9,3.45,0.0,6.9,6.9,6.9,0.0,13.79,6.9,0.0,0.0,3.45,3.45,6.9,3.45,10.34,0.0,0.0,nAMP
6.45,6.45,3.23,3.23,3.23,3.23,6.45,3.23,3.23,12.9,6.45,0.0,3.23,0.0,9.68,9.68,6.45,12.9,0.0,0.0,nAMP
4.35,8.7,8.7,0.0,0.0,4.35,4.35,0.0,0.0,4.35,4.35,0.0,4.35,4.35,17.39,13.04,8.7,8.7,4.35,0.0,nAMP
3.12,6.25,3.12,0.0,3.12,3.12,0.0,0.0,0.0,15.62,3.12,3.12,12.5,3.12,18.75,12.5,6.25,6.25,0.0,0.0,nAMP
13.89,2.78,5.56,2.78,0.0,8.33,5.56,0.0,0.0,13.89,2.78,0.0,8.33,0.0,8.33,5.56,5.56,13.89,2.78,0.0,nAMP
10.71,0.0,7.14,17.86,3.57,0.0,0.0,3.57,0.0,3.57,7.14,0.0,7.14,0.0,3.57,0.0,14.29,10.71,3.57,7.14,nAMP
12.9,0.0,6.45,19.35,3.23,0.0,3.23,0.0,0.0,0.0,12.9,0.0,9.68,0.0,3.23,0.0,9.68,9.68,3.23,6.45,nAMP
12.5,0.0,12.5,12.5,0.0,0.0,2.5,2.5,0.0,2.5,5.0,2.5,2.5,2.5,7.5,2.5,17.5,7.5,2.5,5.0,nAMP
3.03,9.09,3.03,3.03,0.0,12.12,6.06,0.0,0.0,18.18,3.03,0.0,12.12,0.0,12.12,9.09,3.03,6.06,0.0,0.0,nAMP
15.0,10.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,25.0,5.0,0.0,0.0,0.0,15.0,5.0,0.0,10.0,0.0,0.0,nAMP
13.89,2.78,5.56,2.78,0.0,8.33,5.56,0.0,0.0,13.89,2.78,0.0,8.33,0.0,8.33,5.56,5.56,13.89,2.78,0.0,nAMP
15.38,3.85,3.85,0.0,0.0,0.0,3.85,0.0,0.0,15.38,3.85,0.0,0.0,3.85,19.23,15.38,7.69,7.69,0.0,0.0,nAMP
10.71,7.14,3.57,3.57,3.57,0.0,0.0,0.0,3.57,10.71,7.14,0.0,0.0,3.57,21.43,0.0,14.29,7.14,0.0,3.57,nAMP
7.14,7.14,3.57,0.0,3.57,0.0,3.57,3.57,3.57,25.0,3.57,0.0,3.57,0.0,14.29,10.71,0.0,10.71,0.0,0.0,nAMP
6.45,0.0,6.45,22.58,3.23,0.0,0.0,6.45,0.0,6.45,6.45,0.0,9.68,3.23,0.0,3.23,9.68,9.68,3.23,3.23,nAMP
10.71,7.14,7.14,0.0,0.0,7.14,3.57,0.0,0.0,7.14,3.57,0.0,3.57,0.0,21.43,3.57,3.57,17.86,0.0,3.57,nAMP
11.11,0.0,0.0,19.44,2.78,2.78,0.0,2.78,0.0,2.78,5.56,0.0,11.11,5.56,2.78,11.11,5.56,11.11,2.78,2.78,nAMP
15.62,3.12,3.12,0.0,3.12,6.25,9.38,3.12,0.0,6.25,3.12,0.0,3.12,3.12,21.88,6.25,3.12,9.38,0.0,0.0,nAMP
9.38,3.12,3.12,6.25,3.12,0.0,3.12,3.12,0.0,12.5,6.25,0.0,3.12,3.12,21.88,9.38,3.12,9.38,0.0,0.0,nAMP
14.81,3.7,3.7,3.7,3.7,0.0,3.7,0.0,0.0,3.7,7.41,0.0,3.7,0.0,22.22,11.11,3.7,14.81,0.0,0.0,nAMP
13.04,4.35,4.35,4.35,0.0,0.0,4.35,0.0,0.0,13.04,4.35,0.0,0.0,4.35,21.74,8.7,8.7,8.7,0.0,0.0,nAMP
9.52,9.52,4.76,0.0,4.76,0.0,0.0,0.0,4.76,14.29,4.76,0.0,0.0,0.0,19.05,9.52,4.76,14.29,0.0,0.0,nAMP
7.14,7.14,3.57,3.57,3.57,3.57,3.57,3.57,7.14,14.29,3.57,3.57,0.0,0.0,10.71,7.14,0.0,14.29,3.57,0.0,nAMP
3.57,0.0,7.14,17.86,0.0,3.57,0.0,3.57,0.0,3.57,7.14,3.57,3.57,0.0,0.0,3.57,21.43,10.71,3.57,7.14,nAMP
23.53,5.88,5.88,0.0,0.0,0.0,5.88,2.94,0.0,8.82,2.94,0.0,0.0,2.94,17.65,8.82,8.82,5.88,0.0,0.0,nAMP
11.11,3.7,7.41,0.0,3.7,0.0,0.0,0.0,0.0,11.11,3.7,0.0,3.7,7.41,18.52,7.41,3.7,14.81,3.7,0.0,nAMP
16.13,3.23,0.0,6.45,3.23,3.23,0.0,6.45,19.35,3.23,6.45,0.0,9.68,3.23,3.23,6.45,0.0,3.23,3.23,3.23,nAMP
17.86,3.57,7.14,0.0,0.0,7.14,3.57,0.0,0.0,17.86,3.57,0.0,3.57,0.0,10.71,7.14,3.57,14.29,0.0,0.0,nAMP
17.86,3.57,3.57,3.57,0.0,0.0,3.57,0.0,0.0,17.86,3.57,0.0,3.57,3.57,14.29,7.14,3.57,10.71,0.0,3.57,nAMP
16.67,6.67,3.33,0.0,3.33,6.67,10.0,0.0,0.0,13.33,6.67,0.0,6.67,6.67,13.33,3.33,0.0,3.33,0.0,0.0,nAMP
12.0,4.0,4.0,0.0,0.0,4.0,8.0,4.0,0.0,12.0,4.0,0.0,0.0,0.0,28.0,0.0,4.0,16.0,0.0,0.0,nAMP
0.0,2.13,8.51,4.26,4.26,21.28,2.13,0.0,6.38,6.38,6.38,0.0,17.02,0.0,2.13,4.26,4.26,8.51,2.13,0.0,nAMP
2.5,0.0,10.0,10.0,2.5,5.0,5.0,2.5,5.0,7.5,5.0,2.5,10.0,2.5,2.5,10.0,7.5,7.5,2.5,0.0,nAMP
11.9,2.38,0.0,2.38,2.38,0.0,0.0,4.76,11.9,14.29,4.76,2.38,4.76,2.38,7.14,9.52,2.38,7.14,2.38,7.14,nAMP
17.39,4.35,0.0,8.7,4.35,0.0,0.0,8.7,13.04,0.0,4.35,0.0,4.35,0.0,4.35,0.0,4.35,13.04,4.35,8.7,nAMP
6.38,0.0,4.26,8.51,2.13,4.26,0.0,0.0,4.26,6.38,4.26,6.38,8.51,4.26,6.38,14.89,8.51,6.38,2.13,2.13,nAMP
4.0,4.0,0.0,12.0,0.0,8.0,0.0,12.0,0.0,4.0,8.0,0.0,8.0,4.0,8.0,4.0,4.0,12.0,4.0,4.0,nAMP
10.0,2.5,0.0,5.0,5.0,2.5,2.5,5.0,15.0,17.5,7.5,0.0,7.5,0.0,2.5,2.5,2.5,10.0,2.5,0.0,nAMP
13.04,4.35,4.35,8.7,4.35,0.0,0.0,8.7,13.04,0.0,4.35,0.0,4.35,4.35,0.0,0.0,4.35,13.04,4.35,8.7,nAMP
2.13,2.13,8.51,6.38,4.26,19.15,2.13,0.0,6.38,6.38,6.38,0.0,17.02,0.0,2.13,4.26,2.13,8.51,2.13,0.0,nAMP
6.67,0.0,4.44,6.67,2.22,13.33,4.44,0.0,4.44,6.67,2.22,13.33,8.89,4.44,4.44,2.22,6.67,4.44,2.22,2.22,nAMP
13.04,0.0,0.0,2.17,2.17,0.0,2.17,2.17,13.04,6.52,6.52,4.35,4.35,2.17,4.35,8.7,6.52,19.57,2.17,0.0,nAMP
10.53,2.63,2.63,5.26,2.63,5.26,0.0,5.26,10.53,0.0,5.26,2.63,2.63,2.63,7.89,2.63,7.89,13.16,5.26,5.26,nAMP
10.0,0.0,2.5,5.0,5.0,2.5,2.5,7.5,10.0,15.0,5.0,2.5,2.5,2.5,0.0,7.5,10.0,7.5,2.5,0.0,nAMP
4.76,2.38,2.38,7.14,7.14,4.76,0.0,2.38,4.76,19.05,4.76,0.0,4.76,7.14,2.38,9.52,2.38,11.9,0.0,2.38,nAMP
7.69,2.56,0.0,5.13,2.56,5.13,2.56,5.13,12.82,15.38,5.13,0.0,5.13,0.0,2.56,7.69,2.56,15.38,2.56,0.0,nAMP
9.68,0.0,6.45,12.9,3.23,3.23,0.0,0.0,6.45,0.0,6.45,0.0,12.9,0.0,9.68,0.0,12.9,9.68,3.23,3.23,nAMP
10.71,10.71,3.57,0.0,3.57,3.57,3.57,0.0,0.0,10.71,3.57,0.0,3.57,3.57,21.43,3.57,3.57,3.57,3.57,7.14,nAMP
15.62,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,9.38,9.38,9.38,9.38,0.0,6.25,6.25,9.38,21.88,0.0,0.0,nAMP
11.36,6.82,0.0,6.82,4.55,4.55,0.0,6.82,9.09,13.64,4.55,2.27,4.55,2.27,2.27,6.82,6.82,2.27,2.27,2.27,nAMP
13.95,2.33,6.98,4.65,2.33,0.0,9.3,2.33,0.0,6.98,6.98,0.0,0.0,0.0,13.95,6.98,4.65,16.28,2.33,0.0,nAMP
12.5,0.0,9.38,18.75,3.12,0.0,0.0,0.0,0.0,3.12,9.38,0.0,6.25,0.0,3.12,3.12,12.5,9.38,3.12,6.25,nAMP
9.52,0.0,0.0,7.14,2.38,4.76,2.38,9.52,9.52,9.52,2.38,2.38,4.76,0.0,4.76,9.52,2.38,14.29,2.38,2.38,nAMP
4.76,2.38,2.38,7.14,7.14,4.76,0.0,9.52,4.76,14.29,4.76,0.0,4.76,9.52,2.38,9.52,4.76,4.76,0.0,2.38,nAMP
13.16,2.63,0.0,7.89,5.26,5.26,0.0,7.89,7.89,2.63,7.89,2.63,2.63,0.0,10.53,2.63,7.89,5.26,2.63,5.26,nAMP
9.3,4.65,2.33,0.0,4.65,9.3,4.65,0.0,0.0,13.95,2.33,0.0,11.63,2.33,16.28,6.98,2.33,9.3,0.0,0.0,nAMP
13.51,10.81,2.7,5.41,2.7,2.7,2.7,0.0,0.0,5.41,2.7,0.0,5.41,5.41,16.22,8.11,2.7,10.81,0.0,2.7,nAMP
6.67,0.0,10.0,16.67,6.67,3.33,0.0,3.33,0.0,6.67,6.67,0.0,6.67,3.33,0.0,6.67,6.67,10.0,3.33,3.33,nAMP
11.54,3.85,7.69,3.85,0.0,3.85,3.85,0.0,0.0,15.38,3.85,0.0,3.85,3.85,15.38,15.38,0.0,7.69,0.0,0.0,nAMP
12.0,4.0,4.0,0.0,0.0,8.0,4.0,4.0,0.0,20.0,4.0,0.0,0.0,0.0,16.0,8.0,8.0,8.0,0.0,0.0,nAMP
11.54,11.54,7.69,0.0,0.0,0.0,0.0,0.0,3.85,15.38,7.69,0.0,7.69,0.0,15.38,3.85,7.69,7.69,0.0,0.0,nAMP
4.17,12.5,4.17,0.0,0.0,8.33,4.17,0.0,0.0,16.67,4.17,0.0,0.0,0.0,20.83,8.33,8.33,8.33,0.0,0.0,nAMP
18.52,7.41,3.7,3.7,0.0,3.7,3.7,0.0,0.0,14.81,3.7,0.0,3.7,3.7,14.81,11.11,0.0,7.41,0.0,0.0,nAMP
18.52,3.7,3.7,0.0,7.41,7.41,3.7,0.0,0.0,14.81,3.7,0.0,7.41,0.0,18.52,3.7,0.0,7.41,0.0,0.0,nAMP
2.63,0.0,2.63,5.26,7.89,7.89,0.0,7.89,0.0,10.53,2.63,0.0,2.63,10.53,2.63,7.89,10.53,15.79,0.0,2.63,nAMP
4.65,11.63,2.33,6.98,0.0,2.33,4.65,9.3,9.3,2.33,2.33,6.98,0.0,6.98,0.0,13.95,9.3,2.33,0.0,4.65,nAMP
0.0,0.0,0.0,0.0,14.29,10.71,0.0,0.0,7.14,10.71,7.14,0.0,7.14,0.0,3.57,21.43,3.57,3.57,7.14,3.57,nAMP
4.55,0.0,9.09,11.36,0.0,4.55,4.55,0.0,11.36,9.09,6.82,2.27,2.27,6.82,0.0,2.27,9.09,6.82,4.55,4.55,nAMP
10.81,0.0,5.41,5.41,2.7,5.41,0.0,13.51,5.41,5.41,2.7,2.7,2.7,8.11,0.0,5.41,5.41,13.51,2.7,2.7,nAMP
9.09,0.0,6.06,3.03,0.0,9.09,3.03,15.15,9.09,12.12,9.09,0.0,0.0,0.0,3.03,6.06,0.0,12.12,3.03,0.0,nAMP
4.88,0.0,12.2,4.88,0.0,4.88,2.44,2.44,12.2,4.88,7.32,2.44,14.63,4.88,0.0,2.44,4.88,9.76,2.44,2.44,nAMP
4.65,11.63,4.65,11.63,2.33,4.65,4.65,6.98,11.63,2.33,2.33,4.65,0.0,4.65,0.0,4.65,9.3,6.98,0.0,2.33,nAMP
2.38,0.0,4.76,7.14,2.38,7.14,0.0,11.9,4.76,4.76,2.38,7.14,2.38,4.76,2.38,2.38,7.14,23.81,0.0,2.38,nAMP
2.56,10.26,7.69,12.82,2.56,7.69,7.69,7.69,5.13,2.56,2.56,5.13,0.0,2.56,0.0,7.69,7.69,5.13,0.0,2.56,nAMP
15.22,0.0,6.52,10.87,0.0,10.87,2.17,2.17,2.17,6.52,2.17,4.35,2.17,10.87,6.52,6.52,2.17,6.52,0.0,2.17,nAMP
4.35,0.0,4.35,13.04,0.0,8.7,0.0,8.7,4.35,4.35,0.0,4.35,4.35,8.7,0.0,8.7,4.35,8.7,4.35,8.7,nAMP
6.98,0.0,2.33,2.33,4.65,9.3,2.33,9.3,9.3,4.65,4.65,2.33,2.33,9.3,0.0,6.98,6.98,13.95,0.0,2.33,nAMP
8.82,0.0,8.82,0.0,0.0,5.88,0.0,5.88,8.82,14.71,8.82,0.0,0.0,2.94,0.0,14.71,2.94,14.71,2.94,0.0,nAMP
7.69,3.85,3.85,0.0,0.0,0.0,3.85,0.0,0.0,23.08,3.85,0.0,7.69,3.85,19.23,11.54,3.85,7.69,0.0,0.0,nAMP
6.25,2.08,8.33,6.25,0.0,4.17,0.0,6.25,2.08,8.33,6.25,4.17,0.0,4.17,0.0,27.08,8.33,6.25,0.0,0.0,nAMP
8.33,4.17,8.33,0.0,4.17,8.33,4.17,4.17,0.0,12.5,4.17,0.0,0.0,0.0,16.67,8.33,8.33,8.33,0.0,0.0,nAMP
13.33,0.0,3.33,3.33,0.0,6.67,0.0,13.33,6.67,13.33,3.33,0.0,3.33,3.33,0.0,3.33,3.33,13.33,3.33,6.67,nAMP
4.76,11.9,4.76,11.9,2.38,11.9,9.52,4.76,9.52,2.38,2.38,0.0,0.0,2.38,0.0,2.38,9.52,7.14,0.0,2.38,nAMP
8.7,0.0,4.35,4.35,8.7,4.35,0.0,4.35,4.35,8.7,4.35,4.35,4.35,0.0,8.7,4.35,4.35,13.04,4.35,4.35,nAMP
4.65,0.0,6.98,9.3,4.65,6.98,0.0,6.98,9.3,6.98,2.33,6.98,2.33,2.33,0.0,4.65,9.3,9.3,2.33,4.65,nAMP
12.5,0.0,2.5,7.5,5.0,2.5,0.0,7.5,7.5,17.5,5.0,0.0,2.5,2.5,0.0,5.0,7.5,10.0,0.0,5.0,nAMP
7.14,0.0,7.14,2.38,0.0,14.29,0.0,0.0,9.52,7.14,4.76,9.52,9.52,7.14,2.38,4.76,4.76,4.76,2.38,2.38,nAMP
16.67,0.0,0.0,0.0,0.0,9.52,0.0,2.38,2.38,4.76,7.14,11.9,0.0,11.9,0.0,14.29,0.0,19.05,0.0,0.0,nAMP
8.82,5.88,5.88,2.94,2.94,5.88,2.94,0.0,0.0,11.76,2.94,0.0,2.94,0.0,23.53,2.94,2.94,17.65,0.0,0.0,nAMP
4.65,0.0,0.0,4.65,11.63,2.33,0.0,6.98,9.3,11.63,4.65,6.98,4.65,0.0,4.65,6.98,9.3,4.65,0.0,6.98,nAMP
0.0,0.0,2.17,4.35,2.17,32.61,0.0,2.17,8.7,4.35,6.52,2.17,4.35,2.17,4.35,17.39,2.17,2.17,2.17,0.0,nAMP
4.88,0.0,9.76,9.76,0.0,4.88,2.44,4.88,4.88,4.88,7.32,4.88,9.76,2.44,2.44,2.44,7.32,12.2,2.44,2.44,nAMP
14.29,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,14.29,14.29,0.0,7.14,7.14,14.29,7.14,7.14,0.0,0.0,0.0,nAMP
10.81,5.41,2.7,5.41,2.7,5.41,0.0,0.0,2.7,8.11,5.41,5.41,0.0,0.0,16.22,5.41,13.51,10.81,0.0,0.0,nAMP
10.26,2.56,0.0,7.69,2.56,0.0,2.56,5.13,5.13,12.82,5.13,5.13,7.69,0.0,0.0,15.38,2.56,12.82,0.0,2.56,nAMP
18.18,6.06,3.03,0.0,0.0,3.03,12.12,3.03,0.0,6.06,3.03,3.03,0.0,3.03,18.18,9.09,6.06,6.06,0.0,0.0,nAMP
4.65,0.0,6.98,9.3,0.0,6.98,0.0,6.98,9.3,6.98,2.33,6.98,2.33,2.33,0.0,4.65,9.3,9.3,4.65,6.98,nAMP
7.14,0.0,7.14,2.38,0.0,14.29,2.38,0.0,9.52,7.14,4.76,11.9,9.52,4.76,2.38,4.76,2.38,4.76,2.38,2.38,nAMP
9.52,0.0,2.38,4.76,2.38,2.38,4.76,2.38,2.38,19.05,2.38,2.38,4.76,2.38,9.52,2.38,9.52,11.9,2.38,2.38,nAMP
7.14,0.0,4.76,9.52,2.38,4.76,2.38,7.14,7.14,2.38,9.52,2.38,11.9,7.14,0.0,4.76,7.14,7.14,2.38,0.0,nAMP
9.52,4.76,4.76,0.0,4.76,2.38,2.38,7.14,4.76,11.9,2.38,0.0,4.76,0.0,19.05,9.52,4.76,4.76,0.0,2.38,nAMP
0.0,2.17,6.52,15.22,4.35,2.17,2.17,8.7,6.52,8.7,2.17,4.35,6.52,4.35,4.35,2.17,6.52,4.35,6.52,2.17,nAMP
4.26,0.0,4.26,10.64,4.26,4.26,0.0,0.0,8.51,4.26,4.26,6.38,8.51,4.26,4.26,6.38,10.64,10.64,2.13,2.13,nAMP
